Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,,,Reserved,9,3,
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,CRCLPEN,12,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,,,Reserved,13,2,
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,FLITFLPEN,15,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,SRAM1LPEN,16,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,SRAM2LPEN,17,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,BKPSRAMLPEN,18,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,,,Reserved,19,2,
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,DMA1LPEN,21,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,DMA2LPEN,22,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,,,Reserved,23,2,
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,ETHMACLPEN,25,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,ETHMACTXLPEN,26,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,ETHMACRXLPEN,27,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,ETHMACPTPLPEN,28,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,OTGHSLPEN,29,1,rw
Ahb1PeripheralClockEnableInLowPowerModeRegister,AHB1LPENR,EnableFlag,,OTGHSULPILPEN,30,1,rw
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,EnableFlag,,DCMILPEN,0,1,rw
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,,,Reserved,1,3,
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,EnableFlag,,CRYPLPEN,4,1,rw
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,EnableFlag,,HASHLPEN,5,1,rw
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,EnableFlag,,RNGLPEN,6,1,rw
Ahb2PeripheralClockEnableInLowPowerModeRegister,AHB2LPENR,EnableFlag,,OTGFSLPEN,7,1,rw
Ahb3PeripheralClockEnableInLowPowerModeRegister,AHB3LPENR,EnableFlag,,FSMCLPEN,0,1,rw
Reserved,,,,,,,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM2LPEN,0,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM3LPEN,1,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM4LPEN,2,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM5LPEN,3,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM6LPEN,4,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM7LPEN,5,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM12LPEN,6,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM13LPEN,7,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,TIM14LPEN,8,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,,,Reserved,9,2,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,WWDGLPEN,11,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,,,Reserved,12,2,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,SPI2LPEN,14,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,SPI3LPEN,15,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,,,Reserved,16,1,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,USART2LPEN,17,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,USART3LPEN,18,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,UART4LPEN,19,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,UART5LPEN,20,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,I2C1LPEN,21,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,I2C2LPEN,22,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,I2C3LPEN,23,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,,,Reserved,24,1,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,CAN1LPEN,25,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,CAN2LPEN,26,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,,,Reserved,27,1,
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,PWRLPEN,28,1,rw
Apb1PeripheralClockEnableInLowPowerModeRegister,APB1LPENR,EnableFlag,,DACLPEN,29,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,TIM1LPEN,0,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,TIM8LPEN,1,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,,,Reserved,2,2,
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,USART1LPEN,4,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,USART6LPEN,5,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,,,Reserved,2,2,
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,ADC1LPEN,8,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,ADC2LPEN,9,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,ADC3LPEN,10,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,SDIOLPEN,11,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,SPI1LPEN,12,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,,,Reserved,13,1,
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,SYSCFGLPEN,14,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,,,Reserved,15,1,
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,TIM9LPEN,16,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,TIM10LPEN,17,1,rw
Apb2PeripheralClockEnableInLowPowerModeRegister,APB2LPENR,EnableFlag,,TIM11LPEN,18,1,rw
Reserved,,,,,,,
Reserved,,,,,,,
BackupDomainControlRegister,BDCR,EnableFlag,,LSEON,0,1,rw
BackupDomainControlRegister,BDCR,ReadyFlag,,LSERDY,1,1,r
BackupDomainControlRegister,BDCR,ExternalLowSpeedOscillatorBypass,,LSEBYP,2,1,rw
BackupDomainControlRegister,BDCR,,,Reserved,3,5,
BackupDomainControlRegister,BDCR,RtcClockSourceSelection,,RTCSEL,8,2,rw
BackupDomainControlRegister,BDCR,,,Reserved,10,5,
BackupDomainControlRegister,BDCR,EnableFlag,,RTCEN,15,1,rw
BackupDomainControlRegister,BDCR,ResetFlag,,BDRST,16,1,rw
ClockControlAndStatusRegister,CSR,EnableFlag,,LSION,0,1,rw
ClockControlAndStatusRegister,CSR,ReadyFlag,,LSIRDY,1,1,r
ClockControlAndStatusRegister,CSR,,,Reserved,2,22,
ClockControlAndStatusRegister,CSR,ClearFlag,,RMVF,24,1,rw
